season,mnth,holiday,weekday,weathersit,temp,hum,windspeed,casual,registered
3,6,0,4,1,0.696667,0.434167,0.185312,1027,4488
2,4,0,3,1,0.595,0.614167,0.241925,613,3331
3,7,0,2,1,0.771667,0.540833,0.200258,750,3840
1,2,0,4,1,0.454167,0.554583,0.190913,516,4546
4,9,0,4,1,0.616667,0.699167,0.172883,653,4186
4,9,0,5,2,0.609167,0.9725,0.0783667,258,2137
2,4,0,4,1,0.459167,0.407083,0.325258,745,3444
1,1,0,4,1,0.165,0.470417,0.301,38,1368
3,6,0,6,1,0.731667,0.534583,0.179721,2657,4801
1,1,0,6,1,0.393333,0.531667,0.174758,1070,3451
1,2,0,5,1,0.343333,0.634583,0.205846,349,3805
1,12,0,4,2,0.423333,0.7575,0.047275,227,2841
1,2,0,4,1,0.265,0.562083,0.194037,163,3667
2,5,0,0,1,0.69,0.697083,0.215171,3283,3308
1,2,0,2,2,0.319167,0.50875,0.141179,135,3787
1,2,0,6,3,0.224167,0.73125,0.289796,192,1977
2,4,0,0,2,0.581667,0.810833,0.192175,1710,2481
3,8,0,1,1,0.665833,0.712083,0.208954,775,3563
2,5,0,0,1,0.6125,0.57625,0.225117,2172,3946
2,4,0,3,1,0.390833,0.470833,0.263063,413,2395
3,8,0,0,2,0.635833,0.711667,0.08645,1208,3341
1,3,0,4,1,0.415,0.602917,0.209579,424,2320
2,4,0,3,1,0.476667,0.427917,0.118792,655,5541
4,10,0,0,1,0.511667,0.486667,0.281717,1748,3293
4,10,0,0,2,0.356667,0.791667,0.222013,616,2302
3,6,0,6,1,0.695,0.483333,0.209571,1782,3420
2,4,0,0,1,0.378333,0.48,0.182213,1651,1598
3,9,0,0,1,0.58,0.57,0.0901833,2166,5167
3,8,0,4,1,0.719167,0.519167,0.141796,1338,6267
4,11,0,0,2,0.463333,0.684583,0.18595,787,2733
1,1,0,0,1,0.216522,0.722174,0.0739826,140,956
2,5,0,0,1,0.528333,0.631667,0.0746375,1401,2932
4,11,0,3,1,0.353333,0.61375,0.103246,615,4531
2,4,0,5,2,0.336667,0.729583,0.219521,177,1506
3,6,0,2,2,0.680833,0.770417,0.171025,774,4061
1,3,0,0,1,0.325833,0.403333,0.334571,710,2713
1,2,0,4,2,0.295652,0.697391,0.250496,100,1707
1,2,0,1,1,0.271667,0.738333,0.0454083,120,1592
2,4,0,0,3,0.396667,0.835417,0.344546,120,907
2,5,0,6,1,0.564167,0.480417,0.123133,2622,4807
3,7,0,0,1,0.745833,0.717917,0.166667,1920,4111
2,6,0,2,1,0.688333,0.69,0.148017,968,5857
1,3,0,3,1,0.5725,0.507083,0.115062,997,5315
2,4,0,1,1,0.573333,0.42625,0.385571,734,2381
1,2,0,5,1,0.313333,0.526667,0.178496,310,3841
1,12,0,0,1,0.255833,0.483333,0.350754,364,1432
4,10,0,3,1,0.455833,0.692917,0.101371,979,6482
3,9,0,4,3,0.633913,0.939565,0.192748,153,1689
2,3,0,6,2,0.424167,0.738333,0.250617,2301,3934
4,9,0,2,2,0.636667,0.885417,0.118171,477,3643
1,12,1,1,1,0.321739,0.506957,0.239465,430,887
3,8,0,3,1,0.6675,0.677083,0.0702833,1094,6281
2,3,0,4,1,0.554167,0.83125,0.117562,1334,5537
4,9,0,1,1,0.514167,0.492917,0.142404,1001,6435
1,12,0,5,1,0.373333,0.68625,0.274246,163,2046
1,2,0,3,1,0.395833,0.567917,0.234471,394,4379
4,11,0,3,1,0.4,0.758333,0.0621958,305,3804
3,7,0,4,1,0.779167,0.583333,0.178479,606,3784
3,7,0,3,1,0.716667,0.633333,0.151733,975,6289
3,7,0,5,1,0.848333,0.580417,0.1331,562,2825
3,6,0,3,1,0.728333,0.497917,0.261821,848,4377
2,4,0,0,1,0.5,0.275833,0.232596,2230,2939
2,4,0,6,2,0.3425,0.8775,0.133083,879,1576
3,6,0,4,2,0.728333,0.703333,0.238804,746,4044
4,11,0,5,2,0.403333,0.6225,0.271779,470,3576
4,9,0,3,2,0.635,0.84875,0.148629,480,3427
3,9,0,6,1,0.669167,0.716667,0.185325,1935,2549
3,9,0,4,2,0.5775,0.709167,0.271146,428,3231
2,5,1,1,1,0.733333,0.685,0.131225,1549,2549
4,12,0,1,2,0.393333,0.907083,0.0982583,212,4373
1,2,0,5,2,0.211304,0.585217,0.127839,88,1620
2,5,0,6,1,0.6925,0.7325,0.198992,2855,3681
4,10,0,6,1,0.393333,0.494583,0.146142,2252,4857
1,1,0,1,2,0.218333,0.91125,0.110708,145,2287
1,1,0,4,1,0.265833,0.524167,0.129987,140,3132
4,10,1,1,1,0.570833,0.73375,0.0423042,1514,3603
2,4,0,4,1,0.435,0.374167,0.219529,1192,5265
2,5,0,4,1,0.708333,0.6775,0.199642,758,3919
1,12,0,6,2,0.253333,0.752917,0.124383,159,1182
4,10,0,4,2,0.47,0.812917,0.197763,240,2419
1,3,0,4,1,0.5575,0.579583,0.149883,1005,5187
1,2,0,6,1,0.346667,0.534583,0.190929,1435,2883
1,1,0,2,1,0.2,0.590435,0.160296,108,1454
2,4,0,6,3,0.430833,0.888333,0.340808,121,674
4,9,0,1,2,0.649167,0.848333,0.1107,684,3946
1,2,0,5,1,0.521667,0.516667,0.264925,579,2348
3,9,0,0,1,0.5075,0.695,0.178483,1353,2921
1,1,0,4,1,0.204348,0.518261,0.0895652,88,1518
3,7,0,1,1,0.741667,0.694167,0.138683,1135,5831
1,3,0,2,1,0.258333,0.456667,0.200875,221,3735
3,8,0,3,1,0.7175,0.6775,0.141179,1074,6506
2,4,0,6,2,0.315,0.65375,0.197146,898,1354
3,8,0,0,1,0.7425,0.752917,0.201487,1298,2487
2,6,0,3,1,0.7825,0.592083,0.113812,872,5339
4,11,0,3,1,0.3775,0.71875,0.0820917,370,3816
1,12,0,6,1,0.3025,0.5425,0.190304,155,856
1,2,0,6,1,0.2225,0.544167,0.203367,288,1184
2,6,0,6,1,0.725,0.654583,0.15485,1729,3237
1,1,0,2,2,0.169091,0.686364,0.122132,43,1220
4,11,0,6,1,0.325,0.545417,0.179729,1313,4316
2,5,0,2,1,0.7225,0.684583,0.2954,880,4863
3,9,0,0,2,0.696667,0.815,0.0640708,2613,3197
3,8,0,1,1,0.771667,0.550833,0.156717,729,3537
1,3,0,1,1,0.325217,0.496957,0.136926,359,1687
2,3,0,6,2,0.5025,0.885417,0.192783,1033,2339
4,9,0,5,2,0.619167,0.69,0.164179,1045,6370
2,3,0,3,2,0.346957,0.839565,0.234261,203,1918
2,4,0,4,1,0.4375,0.602917,0.162312,571,2570
4,12,0,3,2,0.3175,0.66375,0.0609583,178,3562
3,7,0,5,1,0.838333,0.5425,0.174138,670,3176
3,8,0,5,2,0.715833,0.715833,0.238813,1065,4721
3,7,0,1,1,0.746667,0.65125,0.215804,841,3617
2,5,0,5,1,0.681667,0.65375,0.240679,871,3808
2,6,0,2,1,0.7075,0.597917,0.187808,763,4070
4,11,1,4,1,0.373333,0.549167,0.167304,560,935
4,12,0,2,3,0.4625,0.949583,0.232583,126,2468
4,10,0,4,2,0.589167,0.896667,0.141787,290,2623
2,4,0,6,1,0.495,0.502917,0.190917,2795,4665
2,5,0,6,1,0.52,0.54125,0.16045,1612,3102
4,11,0,0,1,0.3425,0.692917,0.227612,922,3747
4,11,0,4,1,0.352174,0.333478,0.347835,340,4975
2,6,0,4,1,0.715,0.305,0.292287,736,4232
4,10,0,4,2,0.5225,0.728333,0.236937,1008,6501
2,4,0,0,2,0.425833,0.67625,0.172267,2347,3694
4,10,0,3,3,0.543333,0.90625,0.24815,217,2199
2,5,0,0,1,0.620833,0.530417,0.254367,2704,4425
3,6,0,4,1,0.805833,0.567917,0.118787,778,5127
4,11,0,6,2,0.343333,0.49125,0.270529,1029,4109
2,4,0,3,2,0.4125,0.819167,0.250617,209,1953
3,9,0,1,1,0.644348,0.692174,0.088913,690,4023
2,5,0,0,2,0.451667,0.762083,0.106354,1138,2213
1,1,0,3,2,0.292174,0.741739,0.208317,78,1572
1,3,0,2,1,0.266667,0.535,0.216425,137,1714
4,10,0,2,1,0.544167,0.641667,0.0945458,841,6625
3,6,0,0,1,0.743333,0.479167,0.145525,2551,4340
4,11,0,3,1,0.325,0.613333,0.271158,188,3425
2,6,0,0,1,0.6925,0.747917,0.163567,1467,2993
2,6,0,2,1,0.604167,0.507083,0.269283,727,4164
4,12,0,4,1,0.265833,0.58,0.240058,150,3172
1,1,0,2,1,0.308696,0.646522,0.187552,173,3425
4,10,0,3,2,0.484167,0.720417,0.148642,404,3490
1,2,0,4,2,0.399167,0.672917,0.187187,190,3571
3,6,0,6,1,0.765,0.60125,0.161071,1455,4232
2,5,0,5,1,0.564167,0.523333,0.136817,1521,6118
4,12,0,2,1,0.410833,0.66625,0.221404,433,5124
3,6,0,0,1,0.68,0.513333,0.0945333,1920,3385
2,6,0,1,1,0.5975,0.487083,0.284833,1071,5927
3,7,0,2,2,0.720833,0.6675,0.151737,954,5336
1,1,0,2,1,0.3425,0.835833,0.123767,439,3900
4,12,0,1,2,0.385833,0.827083,0.0622083,233,3578
4,10,0,5,2,0.550833,0.71625,0.223883,529,3115
3,8,0,6,2,0.661667,0.712917,0.244408,1829,4224
3,9,0,4,2,0.628333,0.902083,0.128125,555,4240
2,4,0,6,2,0.376667,0.489583,0.129975,1120,3100
1,1,0,2,2,0.373043,0.716087,0.34913,127,2808
3,7,0,1,2,0.710833,0.683333,0.180975,998,5571
1,1,0,6,1,0.0591304,0.4,0.17197,93,888
3,7,0,5,1,0.7225,0.39625,0.102608,1246,4116
4,11,0,4,2,0.365833,0.581667,0.157346,466,5520
3,8,0,3,2,0.731667,0.6575,0.135583,467,3107
2,5,0,4,1,0.535,0.7475,0.189667,695,4169
2,5,0,4,1,0.459167,0.444167,0.295392,614,3819
4,10,0,4,2,0.55,0.800417,0.124375,875,6484
3,7,0,3,1,0.775,0.402917,0.183463,755,3901
3,8,0,4,1,0.711667,0.654583,0.233208,639,3166
2,6,0,1,1,0.678333,0.6,0.121896,673,3875
1,2,0,6,1,0.290833,0.395833,0.421642,317,2415
3,7,0,1,1,0.743333,0.757083,0.0908083,568,3272
4,12,0,5,2,0.375,0.500417,0.260575,178,3399
3,8,0,5,2,0.7025,0.615,0.0721458,1325,6257
1,3,0,5,2,0.316522,0.649565,0.23297,247,1730
3,9,0,5,1,0.703333,0.73625,0.171646,1045,6459
4,9,0,4,2,0.65,0.690833,0.134342,751,6642
3,6,0,4,1,0.749167,0.4225,0.17165,921,5958
4,12,0,0,1,0.238333,0.58625,0.169779,220,2211
1,2,0,0,2,0.28,0.515833,0.253112,618,2071
1,3,0,2,1,0.565,0.6175,0.23695,762,5085
3,6,0,1,1,0.715833,0.504167,0.300383,1139,5640
2,3,0,3,1,0.484167,0.48125,0.291671,674,5024
4,10,0,2,2,0.566667,0.80875,0.143042,667,3896
4,10,0,0,1,0.540833,0.7275,0.06345,2397,3114
4,10,0,1,2,0.384167,0.760833,0.0833458,330,3240
4,12,0,2,1,0.475833,0.73375,0.174129,551,6055
3,9,0,2,3,0.54,0.886957,0.343943,204,2506
1,1,0,5,2,0.203478,0.793043,0.1233,38,1129
3,7,0,5,1,0.828333,0.450833,0.146142,1366,4841
1,3,0,4,3,0.389091,0,0.261877,46,577
2,6,0,2,2,0.540833,0.613333,0.209575,968,6033
3,6,0,5,1,0.724167,0.573333,0.222025,969,4022
2,4,0,1,1,0.489167,0.3175,0.358196,905,4680
3,9,0,5,1,0.599167,0.66875,0.154229,1250,6917
4,11,0,4,1,0.28087,0.555652,0.115522,243,5080
3,7,1,3,1,0.789167,0.53875,0.13495,2562,4841
1,3,0,2,2,0.317391,0.655652,0.184309,289,1767
3,9,0,6,1,0.608333,0.501667,0.247521,3160,5554
4,11,0,4,2,0.321667,0.620417,0.152987,320,5125
4,12,0,6,1,0.324167,0.650417,0.10635,767,4280
2,5,0,1,1,0.5325,0.58875,0.176,664,3698
4,12,0,4,1,0.255833,0.50875,0.174754,340,5035
3,7,0,3,1,0.724167,0.45,0.1648,1383,6790
3,7,0,6,3,0.595833,0.865417,0.2133,1264,3195
1,1,0,4,2,0.3825,0.802917,0.180967,269,3828
4,10,0,5,2,0.545833,0.807083,0.132467,1182,6262
3,7,0,1,1,0.730833,0.66875,0.153617,1040,6065
3,7,0,4,1,0.75,0.65125,0.1592,754,3838
4,12,0,5,1,0.290833,0.695833,0.0827167,261,3359
2,6,0,0,2,0.648333,0.6525,0.138692,1685,3221
1,2,0,4,1,0.435833,0.505,0.230104,259,2216
2,5,0,1,2,0.5375,0.664167,0.230721,1008,5265
2,5,0,6,1,0.6,0.45625,0.083975,3410,4884
3,9,0,3,2,0.595,0.9,0.0964042,539,3813
1,12,1,2,2,0.291304,0.734783,0.168726,440,573
2,6,0,0,1,0.726667,0.538333,0.133721,2224,4374
2,4,0,6,1,0.4375,0.254167,0.274871,3252,3605
1,12,0,1,2,0.231304,0.791304,0.0772304,174,746
2,6,0,3,1,0.775833,0.622083,0.136817,676,3725
3,8,0,2,1,0.728333,0.62,0.190925,935,6105
1,1,0,5,2,0.2175,0.45,0.20275,115,3048
1,1,0,4,2,0.341667,0.769583,0.0733958,244,3831
2,5,0,1,2,0.549167,0.73,0.183454,847,3554
3,7,0,2,1,0.818333,0.505833,0.114429,921,5865
2,6,0,1,2,0.720833,0.587917,0.207713,1017,5647
2,4,0,3,1,0.541667,0.469583,0.180975,1058,5378
1,3,0,3,1,0.335,0.449583,0.307833,231,1903
3,6,0,3,1,0.733333,0.7075,0.172262,661,3846
2,4,0,2,1,0.608333,0.390417,0.273629,989,5702
4,12,0,6,2,0.258333,0.560833,0.243167,275,2464
4,12,0,1,1,0.4525,0.7675,0.0827208,555,5679
3,6,0,2,1,0.744167,0.634167,0.144283,732,3916
2,3,0,5,2,0.601667,0.694167,0.1163,2469,5893
3,8,0,5,1,0.7,0.76125,0.0839625,768,3893
1,2,0,0,1,0.1275,0.464583,0.409212,73,1456
4,12,0,1,1,0.238333,0.670833,0.06345,143,3167
1,1,0,1,1,0.269167,0.400833,0.215792,126,3498
4,10,0,0,1,0.521667,0.640417,0.278612,2080,4559
1,1,0,1,2,0.224167,0.701667,0.0989,106,2270
3,8,0,5,1,0.764167,0.5875,0.168533,1433,5917
4,11,0,0,1,0.245833,0.468333,0.1505,309,2115
1,12,0,5,1,0.311667,0.636667,0.134337,491,2508
1,1,0,5,2,0.425,0.74125,0.342667,269,3187
4,12,0,2,1,0.2825,0.59,0.14055,155,3368
4,10,0,0,2,0.4775,0.694583,0.398008,998,3461
2,6,0,5,1,0.755,0.605,0.140554,815,3771
4,11,0,1,1,0.53,0.587083,0.306596,595,3891
2,4,0,2,1,0.466667,0.396667,0.100133,1348,5424
3,7,0,5,2,0.665833,0.844167,0.208967,747,5123
1,2,0,5,2,0.280833,0.54,0.116929,227,3604
2,6,0,5,2,0.654167,0.755417,0.237563,533,3594
4,11,0,3,1,0.289167,0.552083,0.199625,373,5122
3,8,0,1,1,0.703333,0.730417,0.128733,989,5928
3,8,0,5,1,0.708333,0.415,0.125621,1051,3854
2,4,0,5,1,0.526667,0.694583,0.149871,1340,5950
3,8,0,6,1,0.6975,0.674167,0.104467,1914,3277
2,5,0,5,1,0.533333,0.360417,0.236937,1319,5711
4,11,0,4,2,0.38,0.813333,0.189067,190,2743
3,7,0,2,1,0.776667,0.650417,0.1306,752,3789
4,12,0,4,1,0.295833,0.485833,0.174129,425,5107
1,1,0,0,1,0.37,0.6925,0.192167,686,1608
2,4,0,4,1,0.498333,0.6125,0.0659292,846,5719
4,12,0,6,2,0.298333,0.806667,0.0597042,951,4240
4,11,0,0,1,0.348333,0.734583,0.0920542,952,2697
1,2,0,2,1,0.266087,0.314348,0.291374,140,1675
2,5,0,3,2,0.55,0.87,0.201492,536,3319
2,4,0,2,1,0.446667,0.435,0.249375,819,5099
3,9,0,1,2,0.580833,0.734583,0.151742,1022,5847
3,7,0,6,1,0.738333,0.444583,0.115062,2204,2915
4,11,0,3,3,0.456667,0.93,0.136829,145,1672
2,4,0,5,1,0.4425,0.408333,0.155471,1252,5146
4,11,0,6,1,0.375833,0.681667,0.0684208,1249,1819
2,4,0,1,1,0.433913,0.504348,0.312139,1208,4728
3,7,0,3,1,0.746667,0.631667,0.146133,748,3594
3,8,0,3,1,0.706667,0.619583,0.169771,1198,6149
2,4,0,4,1,0.3975,0.46625,0.290429,663,4746
1,3,0,2,1,0.2925,0.420833,0.12065,316,1817
1,3,0,0,2,0.4725,0.81,0.126883,2207,3685
4,10,0,6,2,0.41,0.75375,0.292296,480,1949
4,10,0,1,2,0.520833,0.649167,0.0908042,763,6015
3,9,0,5,2,0.643333,0.727083,0.139929,875,3852
2,4,1,1,1,0.664167,0.561667,0.284829,1198,5172
1,1,0,0,1,0.231667,0.48375,0.188433,251,953
1,1,0,6,2,0.233333,0.49875,0.157963,222,1026
2,5,0,2,1,0.5325,0.489167,0.115671,694,4109
3,8,0,1,1,0.720833,0.545417,0.136212,1207,5676
3,8,0,4,1,0.7525,0.659583,0.129354,983,6278
4,12,0,0,1,0.330833,0.775833,0.0839583,634,2851
1,2,0,6,1,0.2825,0.537917,0.186571,424,1545
4,10,0,0,2,0.415833,0.708333,0.141162,781,2729
3,7,0,1,1,0.781667,0.447083,0.195267,904,5323
4,9,0,5,1,0.564167,0.6475,0.206475,830,4372
2,6,0,1,2,0.635,0.74625,0.155475,699,3311
4,12,0,4,2,0.4225,0.634167,0.268042,181,3528
3,7,0,5,2,0.731667,0.485833,0.08085,1511,5988
2,6,0,0,1,0.5925,0.59875,0.144904,2634,4344
4,11,0,0,1,0.325833,0.532917,0.179108,1201,3906
1,3,0,0,1,0.384348,0.527391,0.270604,982,1435
1,1,1,1,1,0.19,0.5225,0.231358,217,2081
1,12,0,6,1,0.265833,0.44125,0.407346,205,1544
4,10,0,2,3,0.590833,0.871667,0.104475,315,4324
3,8,0,4,1,0.695833,0.635833,0.0845958,1363,6402
1,3,0,3,1,0.404167,0.513333,0.345779,432,4484
1,3,0,1,1,0.261739,0.551304,0.341352,244,1628
4,9,0,2,1,0.55,0.57,0.236321,845,6693
1,3,0,6,2,0.514167,0.755833,0.110704,3155,4681
4,11,0,5,1,0.355,0.522083,0.266175,618,5229
4,11,0,1,1,0.319167,0.494167,0.236325,378,4881
1,2,0,3,1,0.318261,0.423478,0.251791,218,1897
3,6,0,1,2,0.6825,0.658333,0.107588,854,3854
4,11,1,1,1,0.485,0.741667,0.173517,1097,5172
1,2,0,3,1,0.221739,0.423043,0.094113,139,1778
3,8,0,3,1,0.673333,0.605,0.253108,949,4181
1,1,0,0,1,0.0965217,0.436522,0.2466,150,836
1,12,0,5,2,0.326667,0.556667,0.374383,221,3402
4,10,1,1,2,0.383333,0.709583,0.189679,874,4604
4,10,0,5,2,0.563333,0.815,0.134954,753,4671
3,7,0,2,1,0.794167,0.559167,0.200254,662,3596
3,8,0,2,1,0.649167,0.67375,0.0727708,1081,5925
3,9,0,6,2,0.753333,0.638333,0.113187,2352,3788
3,7,0,6,1,0.849167,0.5,0.131221,987,2298
2,6,0,5,1,0.649167,0.735833,0.143029,863,3981
2,5,0,1,2,0.631667,0.81,0.233842,836,3438
2,5,0,2,2,0.616667,0.697083,0.342667,603,3848
4,11,0,1,1,0.503478,0.743043,0.142122,253,3614
1,12,0,0,1,0.274783,0.681304,0.155091,303,451
1,1,1,1,2,0.175833,0.5375,0.194017,117,883
1,1,0,5,1,0.16087,0.537826,0.126548,54,1367
3,8,0,5,1,0.723333,0.570833,0.231354,1483,5665
1,1,0,2,1,0.39,0.416667,0.261817,324,4185
2,6,0,3,1,0.626667,0.471667,0.167912,769,4411
2,6,0,1,2,0.568333,0.777917,0.174746,653,4446
4,10,0,3,1,0.5875,0.63625,0.0727792,795,6898
3,6,0,5,1,0.7775,0.57375,0.182842,964,4859
3,9,0,2,1,0.650833,0.7125,0.141804,701,4062
4,10,0,0,1,0.421667,0.74125,0.0995125,1619,2762
2,6,0,0,1,0.6025,0.493333,0.184087,2494,5147
1,1,0,6,2,0.165,0.535833,0.266804,68,891
2,6,0,6,1,0.635,0.45625,0.123142,1869,3473
4,10,0,3,1,0.514167,0.630833,0.187821,780,6911
2,4,0,5,1,0.51,0.457083,0.240063,878,3717
1,1,0,0,1,0.138333,0.434167,0.36195,54,768
2,5,0,4,1,0.68,0.492917,0.195279,1100,6238
3,7,0,0,1,0.7475,0.578333,0.183471,1743,3138
2,6,0,3,1,0.554167,0.61125,0.077125,1027,6028
3,9,0,6,2,0.491667,0.718333,0.189675,1434,3077
1,1,0,3,1,0.303333,0.443333,0.415429,109,3267
1,12,0,3,1,0.29913,0.503913,0.293961,255,2047
2,5,0,5,1,0.536667,0.719583,0.125013,909,4008
1,1,0,6,2,0.344167,0.805833,0.160446,331,654
1,3,0,4,1,0.485833,0.615417,0.226987,325,4665
4,10,0,1,1,0.463333,0.772083,0.118792,699,3488
2,4,0,3,2,0.463333,0.569167,0.167912,347,4020
1,3,0,1,1,0.243333,0.50625,0.228858,203,3130
2,4,0,5,2,0.335833,0.83625,0.226992,172,1299
2,5,0,0,2,0.5625,0.867083,0.152979,1582,2971
2,5,0,3,1,0.564167,0.797083,0.138058,667,5502
2,4,0,0,1,0.458333,0.587083,0.116908,2229,4075
2,5,0,1,2,0.598333,0.81125,0.233204,630,3729
2,4,0,0,1,0.606667,0.507917,0.225129,2846,4286
4,9,0,0,1,0.526667,0.583333,0.134958,2015,4874
3,8,0,2,2,0.735833,0.70375,0.116908,1278,5995
4,10,0,5,2,0.330833,0.585833,0.229479,456,3291
4,10,0,6,1,0.506667,0.483333,0.258083,1899,3318
4,11,0,6,1,0.356667,0.552917,0.212062,1275,2792
3,7,0,3,1,0.768333,0.707083,0.113817,644,3688
1,1,0,6,1,0.315833,0.543333,0.210829,775,3248
2,4,0,1,1,0.5125,0.5425,0.163567,669,2760
1,1,0,0,2,0.1625,0.79625,0.199638,196,1781
